"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"397/1000",0.0019019566792667364,0.,0.,0.2818811740310399,0.02299266266716861,0.05297794482983666,0.016151252988474352
