"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"61/100",0.06090325415728426,0.,0.,0.18672734347143366,0.02420827258258522,0.0351973015416534,0.018308437997114207
