"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"547/1000",0.02260512540497961,0.,0.,0.5371103258496478,0.04538339583772527,0.10319524529876144,0.042908597414155224
