"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"139/250",0.03654105605620983,0.,0.,0.11869541417921647,0.021947759165533036,0.03398854148089262,0.015576431880886067
