"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"273/500",0.020102895983958313,0.,0.,0.6927133205110244,0.03989190245765679,0.15839117144193549,0.06268248515179943
