"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"273/500",0.0011906194981380347,0.,0.,0.33259865154123625,0.02210105549506933,0.05837344071266363,0.017562478994778617
