"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"13/25",0.,0.00016331432829364,0.,0.06098450239303388,0.024623941571955195,0.15417143934792638,0.016226817497789117
