"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"561/1000",0.,5.3514597240234e-6,0.,0.06039508790169288,0.0218831781418467,0.1414189911715204,0.015330085459801765
