"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"249/500",0.,8.629014436323246e-8,0.,0.2949829913823405,0.05742070057254119,0.36383685795914494,0.036046016515671415
