"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"63/125",0.,3.757549826843842e-11,0.,0.10597052127683369,0.02164130669795977,0.209228410348248,0.012298449819537897
