"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"53/100",0.,1.1102230246251565e-16,0.,0.35336451562844684,0.04844327126394615,0.3944319530848933,0.03582529784344792
