"P-val_data","PRvsR","PRvsP","PRvsInitialGuess","Rmean","Rstd","Pmean","Pstd"
"59/125",0.,1.3854905283050556e-6,0.,0.08286939871140926,0.023892071333360392,0.20888882122567645,0.012648267330220302
